"items__id_pleito","items__tipo_interessado","items__interessado","items__cod_ibge","items__uf","items__num_pvl","items__status","items__num_processo","items__data_protocolo","items__tipo_operacao","items__finalidade","items__tipo_credor","items__credor","items__moeda","items__valor","items__pvl_assoc_divida","items__pvl_contradado_credor","items__data_status","hasMore","limit","offset","count","links__rel","links__href"
"9297","Município","Nova Iguaçu","3303500","RJ","null","Regularizado","17944.000949/2007-37","2007-07-25T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","2315218.36","1","0","02/08/2007","","","","","",""
"13594","Município","Rio de Janeiro","3304557","RJ","null","Arquivado","19405.000032/2006-84","2006-07-20T03:00:00Z","Operação contratual interna","Saneamento básico","Instituição Financeira Nacional","Caixa Econômica Federal","Real","19146375.63","0","0","26/06/2007","","","","","",""
"11946","Município","Vassouras","3306206","RJ","null","Arquivado por decurso de prazo","17944.001566/2011-62","2012-04-16T03:00:00Z","Operação contratual interna","Provias 2010","Instituição Financeira Nacional","Caixa Econômica Federal","Real","850000","0","0","18/01/2013","","","","","",""
"6975","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.000471/2007-45","2007-04-30T03:00:00Z","Operação contratual interna","Saneamento básico","Instituição Financeira Nacional","Caixa Econômica Federal","Real","7262240","1","0","25/05/2007","","","","","",""
"11419","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.001440/2008-92","2008-06-13T03:00:00Z","Operação contratual interna","PAC - Pró-Moradia - 2008","Instituição Financeira Nacional","Caixa Econômica Federal","Real","152728862.63","1","0","30/06/2008","","","","","",""
"11340","Município","Nilópolis","3303203","RJ","null","Arquivado por decurso de prazo","17944.001415/2011-12","2014-12-31T02:00:00Z","Operação contratual interna (com garantia da União)","PAC - Contrapartida","Instituição Financeira Nacional","Caixa Econômica Federal","Real","1763903.86","0","0","10/08/2017","","","","","",""
"24808","Município","Rio de Janeiro","3304557","RJ","PVL02.000803/2017-09","Deferido","17944.000509/2017-51","2017-07-04T22:29:16Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","652000000","1","0","10/07/2017","","","","","",""
"5843","Município","Maricá","3302700","RJ","null","Arquivado","17944.000212/2010-10","2010-11-30T02:00:00Z","Operação contratual interna","PAC - Pró-Moradia - 2009","Instituição Financeira Nacional","Caixa Econômica Federal","Real","51016091.98","0","0","28/12/2010","","","","","",""
"5864","Município","Duas Barras","3301603","RJ","null","Arquivado","17944.000218/2008-72","2008-04-14T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","179900","0","0","06/05/2008","","","","","",""
"5328","Município","São João de Meriti","3305109","RJ","null","Arquivado","17944.000088/2007-97","2007-01-17T02:00:00Z","Operação contratual interna","Provias","Instituição Financeira Nacional","Banco do Brasil S/A","Real","1980000","0","0","28/05/2007","","","","","",""
"12747","Município","Niterói","3303302","RJ","null","Encaminhado à PGFN com manifestação técnica favorável","17944.001779/2006-27","2013-12-04T02:00:00Z","Operação contratual externa (com garantia da União)","Multissetorial","Instituição Financeira Internacional","Banco Interamericano de Desenvolvimento","Dólar dos EUA","26470000","1","0","19/12/2013","","","","","",""
"13677","Município","Barra Mansa","3300407","RJ","null","Deferido","19405.000049/2005-51","2006-05-05T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","2669010","0","0","15/05/2006","","","","","",""
"32212","Município","Miguel Pereira","3302908","RJ","PVL02.001363/2019-61","Deferido (PVL-IF)","null","null","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Agência de Fomento do Estado do Rio de Janeiro","Real","4500000","0","1","22/07/2019","","","","","",""
"12014","Município","Cardoso Moreira","3301157","RJ","null","Arquivado","17944.001581/2009-96","2010-05-07T03:00:00Z","Operação contratual interna","Caminho da Escola 2009 A","Instituição Financeira Nacional","Banco do Brasil S/A","Real","995000","0","0","21/12/2010","","","","","",""
"41862","Município","Santa Maria Madalena","3304607","RJ","PVL02.009405/2019-10","Em retificação pelo interessado","17944.100701/2020-42","2020-02-19T16:20:58Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","4770000","0","0","06/04/2020","","","","","",""
"45530","Município","Casimiro de Abreu","3301306","RJ","PVL02.001056/2021-02","Arquivado a pedido","17944.102661/2021-54","2021-07-30T19:40:33Z","Operação contratual interna (com garantia da União)","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","29000000","0","0","04/11/2021","","","","","",""
"11707","Município","São João de Meriti","3305109","RJ","null","Deferido","17944.001508/2011-39","2012-04-02T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","18000000","0","0","18/05/2012","","","","","",""
"12078","Município","Resende","3304201","RJ","null","Deferido","17944.001598/2013-20","2014-05-20T03:00:00Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Agência de Fomento do Estado do Rio de Janeiro","Real","8940445.08","1","0","11/06/2014","","","","","",""
"28822","Município","Resende","3304201","RJ","PVL02.001389/2018-28","Deferido","17944.105556/2018-71","2018-07-10T20:20:13Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Banco do Brasil S/A","Real","7000000","0","1","12/07/2018","","","","","",""
"11022","Município","Casimiro de Abreu","3301306","RJ","null","Deferido","17944.001338/2011-92","2012-04-18T03:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","3900000","1","0","29/06/2012","","","","","",""
"11053","Município","Macaé","3302403","RJ","null","Deferido","17944.001346/2011-39","2011-11-29T02:00:00Z","Operação contratual interna","PAC 2 - Pró-Moradia","Instituição Financeira Nacional","Caixa Econômica Federal","Real","48286602.68","1","0","08/12/2011","","","","","",""
"6644","Município","São João de Meriti","3305109","RJ","null","Arquivado por decurso de prazo","17944.000400/2010-48","2011-12-23T02:00:00Z","Operação contratual interna","RELUZ","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","7137589","0","0","18/01/2013","","","","","",""
"32249","Município","Queimados","3304144","RJ","PVL02.001397/2019-55","Em retificação pelo interessado (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","5000000","0","0","06/09/2019","","","","","",""
"11411","Município","Niterói","3303302","RJ","null","Deferido","17944.001437/2008-79","2008-09-15T03:00:00Z","Operação contratual interna","PAC - Saneamento - 2008 B","Instituição Financeira Nacional","Caixa Econômica Federal","Real","8000000","0","0","23/09/2008","","","","","",""
"33609","Município","Vassouras","3306206","RJ","PVL02.002481/2019-96","Deferido","17944.102288/2019-17","2019-07-29T17:06:25Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","40500000","0","1","31/07/2019","","","","","",""
"22824","Município","Rio de Janeiro","3304557","RJ","00000.000000/2032-87","Deferido","17944.000749/2016-75","2016-08-11T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","45240000","1","0","01/09/2016","","","","","",""
"13817","Município","Valença","3306107","RJ","null","Deferido","19405.000116/2004-56","2006-02-20T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco do Brasil S/A","Real","1058400","0","0","01/03/2006","","","","","",""
"10482","Município","Duque de Caxias","3301702","RJ","null","Regularizado","17944.001210/2012-18","2020-04-13T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","3592231.47","0","0","02/06/2020","","","","","",""
"13229","Município","Nova Friburgo","3303401","RJ","null","Deferido","17944.001968/2006-08","2007-01-18T02:00:00Z","Operação contratual interna","Provias","Instituição Financeira Nacional","Banco do Brasil S/A","Real","1976972","0","0","15/02/2007","","","","","",""
"5689","Município","Rio Claro","3304409","RJ","null","Arquivado","17944.000173/2008-36","2008-04-10T03:00:00Z","Operação contratual interna","Caminho da Escola","Instituição Financeira Nacional","Banco do Brasil S/A","Real","569260","0","0","13/05/2008","","","","","",""
"9308","Município","Nova Iguaçu","3303500","RJ","null","Regularizado","17944.000951/2007-14","2007-06-18T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","1451915.2","1","0","02/08/2007","","","","","",""
"11338","Município","Duque de Caxias","3301702","RJ","null","Regularizado","17944.001415/2006-47","2007-02-28T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","5532310.3","0","0","13/03/2007","","","","","",""
"56075","Município","Resende","3304201","RJ","PVL02.003504/2022-85","Deferido (PVL-IF)","null","null","Operação contratual interna","Aquisição de máquinas, equipamentos e veículos","Instituição Financeira Nacional","Banco do Brasil S/A","Real","2160000","0","1","28/07/2022","","","","","",""
"40868","Município","Varre-Sai","3306156","RJ","PVL02.009440/2019-21","Deferido (PVL-IF)","null","null","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","2078000","0","1","09/03/2020","","","","","",""
"61672","Município","Casimiro de Abreu","3301306","RJ","PVL02.007467/2022-84","Deferido","17944.103810/2022-83","2022-09-21T16:55:44Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","15000000","0","0","23/09/2022","","","","","",""
"61009","Município","Rio das Flores","3304508","RJ","PVL02.007214/2022-19","Em retificação pelo interessado","17944.103071/2022-20","2022-08-12T18:48:50Z","Operação contratual interna","Infraestrutura","Instituição Financeira Nacional","Caixa Econômica Federal","Real","6000000","0","0","17/08/2022","","","","","",""
"12595","Município","Nilópolis","3303203","RJ","null","Arquivado por decurso de prazo","17944.001721/2010-60","2011-02-24T03:00:00Z","Operação contratual interna","Provias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","2200000","0","0","27/06/2011","","","","","",""
"13440","Município","Rio de Janeiro","3304557","RJ","null","Deferido","19405.000001/2004-61","2004-02-26T03:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco Nacional de Desenvolvimento Econômico e Social","Real","10420000","1","0","04/03/2004","","","","","",""
"13574","Município","Rio de Janeiro","3304557","RJ","null","Deferido","19405.000028/2006-16","2007-04-30T03:00:00Z","Operação contratual interna","Saneamento básico","Instituição Financeira Nacional","Caixa Econômica Federal","Real","39528049.81","1","0","25/05/2007","","","","","",""
"13784","Município","Santo Antônio de Pádua","3304706","RJ","null","Deferido","19405.000084/2002-27","2002-12-19T02:00:00Z","Operação contratual interna","PMAT","Instituição Financeira Nacional","Banco do Brasil S/A","Real","648124","0","0","06/02/2003","","","","","",""
"13125","Município","Vassouras","3306206","RJ","null","Regularizado","17944.001924/2013-07","2014-03-06T03:00:00Z","Operação contratual interna","Regularização de Dívida - Energia Elétrica","Empresa Não Estatal","Light - Serviços de Eletricidade S/A","Real","1087080.79","0","0","26/03/2014","","","","","",""
"8999","Município","Itatiaia","3302254","RJ","null","Arquivado por decurso de prazo","17944.000881/2014-15","2014-07-02T03:00:00Z","Operação contratual interna","PAC 2 - Pró-Transporte - Pavimentação e Qualificação de Vias","Instituição Financeira Nacional","Caixa Econômica Federal","Real","15000000","0","0","18/02/2015","","","","","",""
"6981","Município","Rio de Janeiro","3304557","RJ","null","Deferido","17944.000472/2007-90","2007-04-30T03:00:00Z","Operação contratual interna","Saneamento básico","Instituição Financeira Nacional","Caixa Econômica Federal","Real","7403640","1","0","25/05/2007","","","","","",""
"9421","Município","Paraíba do Sul","3303708","RJ","null","Arquivado","17944.000978/2008-80","2008-04-04T03:00:00Z","Operação contratual interna","Caminho da Escola 2","Instituição Financeira Nacional","Banco do Brasil S/A","Real","750000","0","0","26/08/2008","","","","","",""
